#NAME	002VWWX	004AWZY	004VWZY	006VHQK	027VYMX	031VPYH	036AXHM	036VXHM	040VYDY	047VLRL	083AYGC	083VYGC	086VHMX	110VZSZ	149VYYD	153VWG	155VCHJ	173VHJW	174ALBQ	180VHMQ	189VXZJ	195VXXY	199VOZQ	206AZFD	215ATKH	215VTKH	220VDXP	227AZMH	227VZMH	230VLSH	235VDBJ	243AHZH	243VHZH	287ADJQ	309VHJD	322VCHL	325ALRY	325VLRY	331ALDY	331VLDY	342VCSL	347APZL	347VPZL	348VYQM	350VLYY	351AZDY	351VZDY	353VGSZ	354VPYM	357VLTS	358AWXC	358VWXC	359VYSH	361ATLX	361VTLX	362VLBJ	363VLH	364VCZ	366VZMY	367VWSY	370VLZW	371VTYJ	372VJHK	373VHXR	376VYKZ	377VHWH	379ALJJ	379VLJJ	384VCZL	388ADHL	388VDHL	390VNFD	392VWLL	393VZLH	395VGSQ	C001CJB	C002HHP	C003XYQ	C006LYH	C007XXZ	C008QLX	C009HHR	C010WL	C013MJH	C014LWG	C017YYM	C018LJP	C020LBJ	C022SMR	C024XHR	C025PCY	C026CBR	C031CQS	C034LJ	319VLY	178VYDM	188VZJH	190VFYK	206VZFD	254VLXR	214VGWJ	021VLSF	287VDJQ	136VZXQ	250VSJJ	317VYL	338VHJY	139VLTW	038VLWS	063VWZB	211VLT	316VYJH	349VZNL	193VZXL	174VLBQ	314VLLY	253VXXJ	275VLSX
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._CCGE1001	0	0	0	5.15212E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43288E-06	0	0	0	0	0	0	3.84374E-06	4.09796E-06	0	0	2.96219E-06	0	0	0	0	0	1.03505E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._CCGE1003	0	0	0	0	0	0	0	0	0	0	4.65739E-06	1.22804E-05	0	0	0	0	0	4.07336E-06	4.13747E-06	0	0	0	0	0	0	0	0	7.42987E-07	0	0	0	0	0	0	0	0	0	0	0	0	1.07801E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24705E-06	1.2709E-06	1.20967E-06	0	1.65095E-06	1.29318E-06	3.75964E-06	0	2.09046E-06	1.17972E-06	0	1.43592E-06	1.38115E-06	1.6155E-06	3.50909E-06	7.882E-07	0	3.06681E-06	1.22324E-06	0	2.63693E-05	0	0	0	0	0	0	0	0	0	2.1268E-06	1.45654E-05	0	0	0	1.31716E-05	0	0	8.62996E-07	0	3.46939E-07	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._DHOD12	2.02709E-05	0	9.07118E-05	6.29037E-05	0	0	0	1.93125E-05	2.01274E-05	9.90594E-05	2.73964E-06	0.000149727	0	0	1.0644E-06	4.96196E-05	0	4.92876E-05	2.06873E-05	6.38442E-05	0	0	0	9.03389E-05	2.5272E-06	0	0	4.41739E-05	3.25469E-05	0	0	1.54242E-06	3.77148E-05	2.2594E-06	2.10524E-05	0	0	0	0	2.9772E-05	9.70211E-06	0	0	0	2.11569E-05	2.21671E-06	0	0	5.39503E-06	6.95654E-06	2.82587E-05	4.39734E-05	0	1.41797E-06	1.18593E-05	7.44884E-06	0	2.48643E-05	0	2.83455E-05	1.40093E-05	1.52208E-05	6.98343E-06	8.23348E-05	0.000174937	0.00019135	6.19531E-06	0.000110283	1.9752E-05	0	0	2.16672E-05	2.18712E-05	2.23828E-05	4.21935E-06	9.1586E-05	3.31646E-06	3.1633E-05	1.19879E-05	2.40442E-05	1.07936E-05	7.97822E-05	0	1.76003E-05	2.11107E-05	4.89924E-05	0.000146916	1.09946E-05	1.90629E-05	3.91244E-06	1.70094E-05	1.77899E-05	1.58628E-06	1.21853E-05	0	0	0	1.76363E-05	0	0	0	0	1.71273E-05	0	0	2.43062E-06	2.18481E-05	8.14338E-06	1.57958E-05	1.41795E-05	1.19742E-05	9.18755E-06	0	7.1001E-06	0	6.93878E-07	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._IDO3	0	0	0	1.91707E-05	0	0	0.000130188	4.8925E-05	5.78661E-05	7.19908E-05	0	1.36974E-05	0	0	0	5.21642E-05	0	9.14938E-06	4.13747E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013739	0	8.77185E-05	0	0	3.756E-05	0	0	2.15603E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12949E-07	0	0	0	0	0	0	0	0	0	2.20278E-05	0	0	0	0	0.000121336	7.76429E-05	9.27289E-05	1.21617E-05	1.33702E-06	1.33142E-07	7.86289E-07	5.59117E-06	1.07994E-06	2.62477E-06	5.75801E-07	0	0	1.36599E-06	0	1.1966E-06	0	1.35702E-06	1.61338E-06	0	7.76287E-07	3.11969E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.1268E-06	0	1.19019E-05	0	0	1.31716E-05	0	0	4.70725E-07	0	1.08418E-06	3.30122E-05	5.26996E-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._JP2-270	0	0	0	0	0	0	0	0	2.76751E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97636E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64034E-05	2.23828E-05	0	0	1.33142E-07	0	0	1.48957E-07	0	0	0	9.44078E-07	0	0	4.7864E-07	0	0	0	2.99516E-07	2.32886E-06	1.79779E-06	1.12914E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._KBS0801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21649E-06	0	0	0	0	0	0	5.85004E-07	0	0	2.01672E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15562E-07	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._KJ006	0	0	0	0	0	0	0.00405707	0	0.002138532	0	0	0	0	0	0	0.00203695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003445584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25317E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003137411	0.002891378	0.002761084	0.000380982	0	8.83582E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._KK1	0	0	5.93116E-05	2.39633E-05	0	1.18836E-05	5.04809E-05	0	0	1.15185E-05	3.28757E-06	6.61254E-06	0	0	1.0644E-06	0	0	1.56668E-06	3.87888E-06	8.16612E-06	0	0	0	0	5.1209E-06	2.41272E-05	0	1.48597E-06	0	0	4.35094E-05	0	0	0	0	0	0	0	0	0	1.19779E-06	7.99714E-07	0	0	5.66703E-06	2.38297E-06	0	0	1.82367E-06	1.94783E-06	2.01848E-05	0	0	7.53298E-07	1.27716E-05	4.93486E-06	0	0	0	0	3.58016E-06	0	0	0	5.85763E-06	0	2.0651E-06	0	0	0	0	0	0	2.23828E-05	4.46755E-06	3.91556E-06	2.09397E-06	1.69354E-06	3.60109E-06	5.85899E-06	1.63888E-06	1.25829E-05	0	4.11348E-06	3.04242E-06	7.75196E-06	2.36661E-06	6.14246E-06	2.55249E-06	1.08903E-05	2.99516E-06	1.16443E-06	5.60486E-06	5.31637E-06	0	2.71086E-06	0	0	0	0	9.14973E-06	0	2.37147E-05	0	3.82368E-05	2.05084E-06	1.63861E-05	0	1.38213E-05	1.2687E-05	1.67638E-05	0	0	3.80503E-06	0	7.06888E-06	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._LA-2-3-30-S1-D2	0	0	0	0	0	0	0.000571231	0	0.000262914	0	0	0	0	0	0	0.00025446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126614	0	0.000524557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63326E-05	0	0	0	0	0	0	0	0	4.72425E-05	0	0	0	0	0	0	0	0	0	0	3.49702E-05	0.000647849	0.000331349	0.00037891	5.23696E-05	0	2.29973E-07	0	6.15977E-07	2.97915E-07	5.88973E-07	3.38706E-07	0	1.21381E-06	1.05554E-06	0	2.92502E-07	0	1.00161E-06	0	0	0	1.16327E-06	5.6457E-07	0	0	0	0	0	0	1.67745E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._MSMB0266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01336E-07	0	0	0	0	0	0	0	0	0	1.28334E-06	0	0	0	0	0	0	0	0	0	0	0	0	7.18675E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58865E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._MSMB0852	0	0	0	2.09679E-05	0	0	0	0	0	2.18852E-05	0	0	0	0	0	0	0	8.14671E-07	0	0	0	0	0	0	0	0	0	1.58729E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.01812E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7794E-05	5.60373E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29204E-06	0	3.13911E-05	0	0	0	1.77143E-05	0	8.63157E-06	0	0	0	1.43566E-06	0	0	6.77852E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._MSMB0856	0	0	0	0	0	0	9.5648E-05	0	4.40286E-05	0	0	0	0	0	0	3.43521E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49117E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23354E-05	5.03038E-05	6.07534E-05	6.70132E-06	7.16262E-07	0	0	0	0	0	0	0	8.76644E-07	0	0	0	0	0	7.26019E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._NRF60-BP8	0	0	0	0	0	0	0	0	1.76114E-05	0	0	0	0	0	0	0	0	0	1.68085E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80699E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51384E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60006E-05	2.18712E-05	3.35743E-05	5.21214E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60204E-07	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._OLGA172	0	0	0	0	0	0	0	0	0	0	4.93135E-06	0	0	0	9.82522E-07	0	0	5.3267E-07	2.97381E-06	8.56586E-07	0	0	0	8.71691E-06	9.97577E-07	0	0	9.4562E-07	0	0	0	0	0	0	0	0	0	0	0	0	2.69503E-06	0	0	0	4.15582E-06	7.75849E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86791E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8173E-06	7.02024E-07	1.39113E-06	8.05508E-07	3.9722E-07	7.93834E-07	2.3032E-06	0	1.41612E-06	1.55226E-06	5.58141E-06	1.46251E-06	1.79912E-06	1.6155E-06	2.37973E-06	4.57156E-07	4.20489E-06	1.69203E-06	1.59962E-06	0	0	0	0	0	0	0	0	0	0	0	1.0634E-06	0	0	0	0	0	0	0	1.13759E-06	0	2.60204E-07	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._PAMC_26561	0	0	0	9.64524E-05	0	6.5784E-06	0	0	0	0	0	1.8893E-05	0	0	5.40387E-06	5.85257E-05	0	4.62796E-05	4.65465E-06	4.17443E-05	1.96578E-06	0	5.16087E-05	5.07166E-05	1.39661E-06	0	0	2.26273E-05	2.66778E-05	0	0	0	0	0	0	0	2.14868E-05	0	0	0	4.79117E-06	0	0	1.26231E-05	6.04483E-06	8.86685E-07	0	0	8.3585E-07	3.6174E-06	0	2.45098E-05	0	0	0	3.74304E-05	0	3.56287E-06	0	0	7.78295E-06	0	0	3.74249E-05	4.27449E-06	1.06985E-05	1.37674E-06	0	1.91347E-05	0	0	0	5.13974E-05	0	0	2.24429E-06	1.33263E-05	4.29435E-06	2.7482E-06	4.06281E-05	1.81942E-05	1.87135E-05	0	5.7319E-06	3.78751E-06	2.85272E-05	1.25244E-05	8.4686E-06	3.2633E-06	7.30052E-06	8.81208E-06	8.60384E-06	6.02787E-06	3.29333E-06	0	0	0	3.3761E-05	0	0	0	0	0	2.17813E-05	0	8.1274E-06	0	0	1.34264E-05	0	0	0.000519096	0	8.983E-06	0	2.86225E-06	0	2.42133E-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._PAMC_28687	0	0	0	7.189E-06	0	0	0	0	0	0	0	0	0	0	1.14628E-06	0	0	1.34734E-05	4.52536E-06	9.76508E-06	0	0	0	7.92446E-06	0	0	0	2.2965E-06	0	0	0	0	0	1.738E-06	0	0	0	0	0	0	9.40267E-06	0	0	0	6.04483E-06	8.86685E-07	0	0	1.06381E-06	0	0	0	0	0	0	0	0	2.12256E-06	0	1.48476E-05	2.6462E-06	0	0	0	1.47232E-05	1.03928E-05	1.37674E-06	0	0	0	0	0	0	0	0	1.15079E-05	4.93837E-06	1.5E-05	2.41652E-06	1.40268E-06	5.4288E-06	1.17192E-05	0	1.75329E-06	1.80062E-06	1.82946E-05	2.9782E-06	3.50738E-06	3.10175E-06	0	2.47495E-06	3.10515E-06	0	1.41143E-06	0	0.000338118	0	0	0	0	0	0	0	0	0.000112321	0	0	0	0	7.38829E-05	0	0	0	4.31498E-07	0	3.03572E-07	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_stabilis	0	0	0.000115134	0	0	0	6.64222E-05	0	4.90604E-05	0	0	0	0	0	5.15824E-06	5.08919E-05	0	0	4.26677E-06	0	0	0	0	0	9.31072E-07	0	0	2.09387E-06	0	0	0	0	0	0	9.64904E-05	0	0	0	0	0	0	1.51946E-06	0	0	0	7.20431E-07	0	0	0	3.06088E-06	7.87206E-05	1.65801E-05	0	1.37366E-06	6.84191E-06	0	9.08591E-07	0	0	0	0	0	0	0	0	0	1.49146E-06	0	0	0	0	9.96691E-05	3.71811E-05	7.67412E-05	1.43954E-05	1.43252E-06	5.39832E-06	0	1.13719E-06	4.96525E-07	1.11393E-06	6.60477E-07	0	2.29276E-06	1.98689E-06	4.65118E-06	3.66957E-06	2.10261E-05	2.52018E-06	2.13772E-06	2.20696E-07	0	6.13362E-06	1.976E-06	0	0	0	8.56622E-06	1.12006E-05	4.09458E-05	1.44871E-05	0	3.03021E-05	0	0	1.67105E-06	2.82205E-05	1.19019E-05	9.47748E-06	1.34333E-05	4.49031E-05	8.0391E-06	0	1.84367E-06	1.3502E-06	8.2398E-07	0	2.56376E-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_stagnalis	0	0	9.42007E-05	0	0	0	3.98533E-05	0	1.38376E-05	0	0	0	0	0	0	2.29014E-05	0	0	4.65465E-06	0	0	4.97354E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.63156E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62402E-05	0	0	0	0	0	0	0	0	0	0	0	7.64852E-06	0	0	0	0	0	0	0	0	4.76679E-05	2.84326E-05	2.87779E-05	5.46033E-06	7.64013E-07	1.81558E-07	0	0	0	2.81683E-07	1.86288E-07	0	1.01151E-06	0	0	0	0	0	5.24347E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13754E-05	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_territorii	0	0	0	0	0	0	0.000103619	3.09E-05	6.91878E-05	0	0	0	0	0	6.63202E-06	5.34365E-05	0	3.44669E-07	4.91325E-06	0	0	0	0	0	0	0	0	2.09387E-06	0	0	0	0	0	0	9.64904E-05	0	0	0	0	0	7.78565E-07	0	0	0	0	7.75849E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33489E-06	0	0	0	0	1.25325E-05	0	0	0	0	0	7.36685E-05	5.46781E-05	0.000123106	8.6869E-06	8.11763E-07	2.27553E-06	0	0	7.69614E-07	3.32898E-07	9.99183E-07	0	0	0	7.13181E-06	3.45684E-07	2.72594E-07	8.40059E-07	1.33103E-06	2.52224E-07	0	1.00465E-06	6.11618E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_thailandensis	0	0	7.67561E-05	0	0	0	0.00087146	0	5.78661E-05	1.555E-05	0	0	0	0	0	0.000360061	0	0	1.66792E-05	1.65607E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85962E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37674E-06	0	0	0	0	0	2.84326E-05	0.001015222	6.20493E-06	3.1993E-06	5.08362E-07	0	9.95039E-07	0	0	6.26606E-07	0	1.88816E-06	1.73853E-06	0	0	0	0	1.37137E-06	1.89168E-07	0	0	5.6457E-07	0	0	0	0	0	0	1.37246E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72571E-06	4.77041E-06	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_ubonensis	0	0	5.58227E-05	0	0	0	0.000148786	0	4.90604E-05	8.6389E-06	0	0	0	0	0	3.05352E-05	0	2.69468E-06	1.02144E-05	1.25633E-06	0	0	0	0	0	4.82545E-05	1.7693E-06	1.2158E-06	0	0	0	0	0	1.6511E-06	7.54379E-05	0	0	0	0	0	5.80929E-06	1.83934E-06	0	0	0	8.86685E-07	0	0	0	0	5.65174E-05	3.38812E-05	0	0	6.38579E-06	8.10062E-06	7.31654E-06	0	0	0	5.44807E-06	0	0	0	2.2164E-06	7.03043E-06	0	0	0	0	0	7.36685E-05	9.51399E-05	0.000118309	1.16653E-05	1.09827E-06	1.74296E-06	0	2.46391E-06	1.27855E-06	2.7272E-06	1.84595E-06	0	4.31578E-06	4.22214E-06	5.27133E-06	4.89276E-06	1.56287E-06	1.87398E-06	1.27053E-05	2.90058E-06	0	2.37942E-06	2.21123E-06	0	6.62928E-05	0	0	0	0	1.14372E-05	0	3.16196E-05	0	4.7796E-05	3.03828E-06	1.72964E-05	1.0649E-05	1.06622E-05	2.38813E-05	1.13754E-05	0	0	5.88406E-07	0	2.84056E-06	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_vietnamiensis	0	0	0.000286091	5.87102E-05	0	3.52263E-05	0.015651735	0	0.007899987	0	0	3.40073E-05	0	0	8.76082E-06	0.007434041	0	2.04921E-05	1.60327E-05	2.89526E-05	0	0	0	0.000276564	3.05924E-06	0	0	3.5123E-06	3.57482E-05	0	0	0	0	0	0.014110403	0	0	0	0	0	2.08416E-05	0	0	0	0	3.21423E-06	0	0	1.73249E-05	0	0	0	0	0	2.18941E-05	0	0	2.54707E-05	0	0	1.49433E-05	0	0	3.6064E-05	1.69396E-05	0	2.8682E-06	0	0	0	0	0.011721958	0.01087766	0.011370486	0.001391144	4.44082E-06	3.81271E-06	4.41531E-06	1.3741E-05	1.92155E-05	3.31618E-06	4.49632E-05	0	2.2051E-05	5.58813E-06	0	8.27781E-05	8.04154E-05	1.30855E-05	3.79143E-06	8.59138E-06	9.44482E-06	0	4.56361E-06	0	0	0	4.23272E-05	0	0	0	0	8.56363E-05	0	0	1.49635E-05	7.10064E-05	6.82791E-05	5.21261E-05	0	0	5.62737E-05	2.11596E-06	1.76522E-06	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__[Pseudomonas]_mesoacidophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06534E-06	1.68085E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1284E-06	2.98243E-05	0	0	0	0	0	4.49172E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38339E-05	1.64034E-05	0	0	7.64013E-07	2.17869E-07	0	0	4.22046E-07	2.30468E-07	1.65966E-06	0	1.82072E-06	1.61435E-06	0	4.52049E-07	1.50654E-05	1.06623E-06	7.26019E-07	5.67504E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9555E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus_basilensis	0	0	0.00012909	1.01844E-05	0	0	6.90791E-05	0	1.76114E-05	7.48705E-06	5.20532E-06	0	3.29468E-05	0	1.39191E-06	1.2723E-05	0	4.70003E-07	1.87479E-05	0	0	0	3.81456E-05	0	0	0	0	1.41843E-06	0	0	0	0	0	0	2.63156E-05	0	0	0	0	0	0	0	0	0	5.66703E-06	1.16377E-06	0	0	0	1.8087E-06	0.00014533	2.23472E-05	0	0	0	0	0	0	0	0	1.86791E-06	0	0	0	0	3.66805E-06	1.49146E-06	0	0	8.15543E-06	0	4.11677E-05	3.28069E-05	7.35436E-05	2.97836E-06	1.33702E-06	2.03345E-06	9.6774E-07	6.01762E-06	4.09633E-07	1.13954E-06	5.24995E-07	0	3.30427E-06	2.42152E-06	4.96126E-06	1.59547E-06	2.85316E-06	2.35863E-06	8.47022E-07	1.29265E-06	2.26417E-06	4.65309E-06	1.08209E-06	0	0	0	0	0	0	0	0	1.71273E-05	0	3.34572E-05	5.54486E-06	1.91171E-05	7.51697E-06	8.29279E-06	1.34333E-05	0	0	0	5.49179E-07	2.13782E-06	3.46939E-07	2.59381E-05	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus_campinensis	0	0	0.000101179	0	0	0	0.000122217	0	6.2898E-05	1.32463E-05	0	0	0	0	0	2.5446E-05	0	0	5.68902E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50209E-05	0	6.66661E-05	0	0	0	0	0	0	1.03963E-06	0	0	4.91142E-06	7.20431E-07	0	0	0	0	3.02772E-05	5.19031E-05	0	0	0	0	0	0	0	0	2.33489E-06	0	0	0	5.69931E-06	0	0	0	9.25873E-06	0	0	0.000110503	3.39004E-05	6.71485E-05	1.04243E-05	2.72179E-06	7.38335E-07	0	0	2.85502E-07	2.49674E-06	0	0	2.83223E-06	5.0914E-06	1.1783E-05	7.44551E-07	5.63362E-07	1.19547E-06	1.2907E-06	3.62572E-07	0	1.3219E-06	7.05713E-07	0	0	0	0	0	0	0	0	2.50321E-05	0	0	0	1.82068E-05	1.12755E-05	9.08258E-06	9.7018E-06	8.38191E-06	0	0	6.6686E-07	0	1.12755E-06	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus_gilardii	0	0	0.000177935	1.4378E-05	5.14036E-06	0	0	2.44625E-05	2.13853E-05	7.48705E-06	0	0	0	0	2.1288E-06	2.41737E-05	0	7.83338E-07	1.11194E-05	1.48475E-06	0	0	3.81456E-05	0	0	0	0	1.2158E-06	0	0	2.61056E-05	0	4.31026E-05	0	8.24554E-05	0	3.26974E-06	3.05175E-05	0	0	0	0	3.12278E-05	0	6.80043E-06	1.21919E-06	0	0	0	1.66957E-06	5.44989E-05	0	0	0	8.66642E-06	0	0	0	1.51197E-05	0	7.47164E-06	0	0	0	0	0	0	0	8.02423E-06	1.2473E-05	0	0	0	3.67718E-05	5.95673E-06	2.24429E-06	1.70664E-06	1.33064E-06	1.23195E-06	0	0	0	0	8.56413E-06	8.07174E-06	6.20157E-06	1.70183E-06	1.87182E-06	1.58319E-06	3.14608E-06	2.67988E-07	8.40977E-07	2.27367E-06	6.11618E-07	0	0	0	0	0	0	0	0	2.76671E-05	0	3.34572E-05	0	1.91171E-05	1.69132E-05	9.47748E-06	2.23888E-05	1.07767E-05	1.14844E-05	0	5.09952E-07	0	5.42092E-07	2.82961E-05	1.70918E-06
